ID,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
6705,2011-10-11,23,2,0.56,0.5303,0.83,0.2836,10,57
14831,2012-09-15,4,2,0.6,0.5909,0.69,0.3582,3,6
13590,2012-07-25,11,1,0.76,0.6667,0.33,0.0,79,281
12705,2012-06-18,14,2,0.58,0.5455,0.68,0.1939999999999999,59,219
850,2011-02-07,21,1,0.32,0.3485,0.7,0.0,3,78
13394,2012-07-17,7,2,0.74,0.6970000000000001,0.7,0.0,26,526
3865,2011-06-14,23,1,0.56,0.5303,0.68,0.2239,19,110
3387,2011-05-26,1,1,0.64,0.6061,0.73,0.1343,3,16
10470,2012-03-17,9,2,0.44,0.4394,0.88,0.0896,104,321
8140,2011-12-10,20,1,0.24,0.2273,0.35,0.2239,10,124
4536,2011-07-12,22,1,0.8,0.7273,0.46,0.1343,44,194
7301,2011-11-05,20,1,0.32,0.3485,0.66,0.0,29,165
14919,2012-09-18,20,2,0.6,0.5455,0.88,0.1939999999999999,19,290
5843,2011-09-05,22,2,0.6,0.5455,0.88,0.5821,15,64
2698,2011-04-27,8,2,0.58,0.5455,0.88,0.3284,31,444
7953,2011-12-03,1,1,0.26,0.2576,0.65,0.1939999999999999,9,71
7747,2011-11-24,10,1,0.36,0.3788,0.57,0.0,34,98
3058,2011-05-12,8,1,0.48,0.4697,0.82,0.1939999999999999,27,421
4130,2011-06-26,0,1,0.64,0.6212,0.53,0.0,30,115
2918,2011-05-06,12,1,0.56,0.5303,0.49,0.3582,48,246
14092,2012-08-15,9,2,0.72,0.6818,0.62,0.1939999999999999,57,367
5860,2011-09-06,16,3,0.54,0.5152,0.94,0.3881,11,106
758,2011-02-04,0,2,0.2,0.2576,0.44,0.0,3,13
8303,2011-12-17,15,1,0.28,0.2576,0.45,0.2836,33,228
3857,2011-06-14,15,1,0.64,0.6212,0.47,0.1642,42,178
5885,2011-09-07,17,3,0.64,0.5758,0.89,0.0,21,285
15071,2012-09-25,4,1,0.42,0.4242,0.71,0.1343,2,9
3251,2011-05-20,9,1,0.54,0.5152,0.68,0.2239,35,234
6390,2011-09-28,20,3,0.6,0.5606,0.83,0.2985,11,102
1323,2011-02-28,10,2,0.52,0.5,0.72,0.4925,13,92
3366,2011-05-25,4,1,0.54,0.5152,1.0,0.1045,0,3
5239,2011-08-11,5,1,0.64,0.6212,0.61,0.1939999999999999,2,25
17333,2012-12-30,2,2,0.26,0.2424,0.56,0.2836,0,19
14290,2012-08-23,15,1,0.78,0.6970000000000001,0.46,0.1343,104,305
895,2011-02-09,19,3,0.14,0.1212,0.86,0.2537,1,88
6157,2011-09-19,3,2,0.5,0.4848,0.77,0.1343,1,5
1225,2011-02-24,3,1,0.2,0.2121,0.64,0.1343,0,2
2312,2011-04-11,6,2,0.46,0.4545,1.0,0.2239,2,61
14892,2012-09-17,17,2,0.64,0.6061,0.65,0.2239,102,842
9581,2012-02-09,4,2,0.22,0.1969999999999999,0.75,0.4478,0,1
13229,2012-07-10,10,1,0.76,0.7121,0.62,0.1939999999999999,56,190
11137,2012-04-14,6,1,0.34,0.3333,0.76,0.1642,2,21
5612,2011-08-26,18,2,0.74,0.7121,0.74,0.1343,40,410
5758,2011-09-02,9,2,0.62,0.5758,0.83,0.1045,30,220
5268,2011-08-12,10,1,0.74,0.6515,0.33,0.1045,44,130
8786,2012-01-06,22,1,0.36,0.3485,0.5,0.1939999999999999,12,135
9964,2012-02-25,5,2,0.3,0.2727,0.42,0.2985,0,3
8965,2012-01-14,10,1,0.16,0.2273,0.47,0.0,14,149
764,2011-02-04,7,1,0.14,0.2121,0.59,0.0,0,87
3934,2011-06-17,20,1,0.64,0.5909,0.78,0.1045,40,232
17079,2012-12-19,10,1,0.32,0.3333,0.7,0.1045,17,164
5857,2011-09-06,13,3,0.54,0.5152,0.88,0.2985,5,29
10092,2012-03-01,14,1,0.58,0.5455,0.35,0.2239,37,211
13254,2012-07-11,11,2,0.76,0.7121,0.58,0.1343,56,229
11218,2012-04-17,15,1,0.66,0.6212,0.24,0.3284,91,308
16195,2012-11-12,13,1,0.6,0.6061,0.6,0.2239,108,420
5023,2011-08-02,5,1,0.66,0.6212,0.74,0.1343,4,21
17092,2012-12-19,23,1,0.32,0.3333,0.66,0.1343,4,88
945,2011-02-12,0,1,0.16,0.1969999999999999,0.69,0.0896,3,30
15551,2012-10-15,4,2,0.56,0.5303,0.68,0.2239,1,10
8513,2011-12-26,11,1,0.34,0.2879,0.46,0.5821,40,91
5862,2011-09-06,18,2,0.54,0.5152,0.88,0.3881,22,373
4046,2011-06-22,12,2,0.8,0.7727,0.59,0.2239,44,188
13750,2012-08-01,3,1,0.64,0.5758,0.83,0.1045,0,7
4148,2011-06-26,18,2,0.72,0.6515,0.45,0.2537,117,382
6632,2011-10-08,22,1,0.5,0.4848,0.77,0.0,45,149
7515,2011-11-14,18,1,0.56,0.5303,0.56,0.2836,29,489
9150,2012-01-22,4,3,0.16,0.1364,0.8,0.2836,1,2
16889,2012-12-11,12,2,0.36,0.3182,0.53,0.4478,13,226
10560,2012-03-21,3,2,0.5,0.4848,0.88,0.1939999999999999,1,8
4862,2011-07-26,12,1,0.84,0.7273,0.28,0.0,25,147
13742,2012-07-31,19,3,0.74,0.6818,0.62,0.3582,90,614
14137,2012-08-17,6,1,0.62,0.2424,0.78,0.1343,6,157
2788,2011-05-01,2,1,0.42,0.4242,0.77,0.1045,7,50
13451,2012-07-19,16,1,0.84,0.7727,0.47,0.0896,70,358
2973,2011-05-08,19,1,0.56,0.5303,0.64,0.0,61,239
9575,2012-02-08,22,2,0.24,0.2424,0.87,0.1343,3,98
3310,2011-05-22,20,1,0.64,0.6061,0.65,0.1642,57,231
16012,2012-11-04,21,1,0.3,0.2727,0.52,0.2985,16,87
3379,2011-05-25,17,1,0.74,0.6667,0.51,0.2239,77,601
15544,2012-10-14,21,1,0.56,0.5303,0.73,0.4478,40,196
11735,2012-05-09,4,3,0.56,0.5303,0.88,0.2239,0,5
2119,2011-04-03,4,1,0.28,0.303,0.7,0.0896,3,3
1326,2011-02-28,13,3,0.46,0.4545,0.94,0.2239,1,32
14852,2012-09-16,1,1,0.54,0.5152,0.64,0.0,35,117
15916,2012-10-31,21,2,0.4,0.4091,0.5,0.1939999999999999,12,192
1459,2011-03-06,2,2,0.4,0.4091,0.82,0.2836,5,32
3334,2011-05-23,20,1,0.64,0.5758,0.83,0.2239,39,310
5012,2011-08-01,18,1,0.78,0.6970000000000001,0.43,0.1939999999999999,68,543
4639,2011-07-17,5,1,0.64,0.6061,0.69,0.2239,4,12
5714,2011-08-31,13,1,0.74,0.6515,0.37,0.1045,39,221
8950,2012-01-13,19,1,0.26,0.2424,0.38,0.2836,7,206
11648,2012-05-05,13,1,0.74,0.6818,0.55,0.1343,217,524
7089,2011-10-28,0,1,0.34,0.3182,0.66,0.2537,4,44
8404,2011-12-21,20,2,0.5,0.4848,0.94,0.3582,5,167
13759,2012-08-01,12,1,0.8,0.7424,0.49,0.1045,75,284
9252,2012-01-26,10,2,0.3,0.303,0.81,0.1343,16,108
1586,2011-03-11,14,2,0.36,0.3333,0.5,0.3582,25,89
17003,2012-12-16,6,2,0.34,0.3636,0.87,0.0,0,6
8291,2011-12-17,3,1,0.26,0.2576,0.6,0.1939999999999999,4,26
15400,2012-10-08,21,2,0.4,0.4091,0.76,0.2239,17,151
16583,2012-11-28,17,1,0.34,0.3333,0.31,0.1343,17,563
13664,2012-07-28,13,1,0.86,0.7879,0.41,0.2836,173,498
10379,2012-03-13,14,1,0.64,0.6212,0.53,0.3284,52,212
12005,2012-05-20,10,1,0.66,0.6212,0.34,0.2985,174,432
7918,2011-12-01,14,1,0.4,0.4091,0.4,0.2239,20,150
5932,2011-09-09,17,1,0.7,0.6667,0.79,0.2537,54,505
17375,2012-12-31,20,2,0.26,0.2576,0.6,0.1642,8,89
14497,2012-09-01,6,1,0.68,0.6364,0.79,0.0,13,36
16254,2012-11-15,0,2,0.26,0.303,0.65,0.0,1,34
11047,2012-04-10,11,1,0.5,0.4848,0.36,0.0,78,239
5502,2011-08-22,4,1,0.68,0.6364,0.65,0.1939999999999999,2,12
10421,2012-03-15,8,1,0.44,0.4394,0.77,0.1045,21,623
13415,2012-07-18,4,1,0.72,0.6818,0.7,0.1343,0,6
6224,2011-09-21,22,2,0.62,0.5455,0.94,0.0,15,127
11537,2012-04-30,22,2,0.52,0.5,0.55,0.1642,11,134
3997,2011-06-20,11,2,0.6,0.5758,0.78,0.1045,27,94
11443,2012-04-27,0,1,0.54,0.5152,0.68,0.5522,12,73
7599,2011-11-18,6,1,0.22,0.2576,0.44,0.0896,1,71
5814,2011-09-04,17,1,0.76,0.7273,0.66,0.2239,204,376
8158,2011-12-11,14,1,0.3,0.3333,0.28,0.0,44,242
15535,2012-10-14,12,1,0.62,0.6212,0.46,0.3284,200,562
10936,2012-04-05,20,1,0.44,0.4394,0.41,0.1939999999999999,33,312
14073,2012-08-14,14,1,0.82,0.7424,0.41,0.2239,80,255
2086,2011-04-01,19,1,0.34,0.303,0.49,0.3284,16,136
373,2011-01-17,1,2,0.2,0.1969999999999999,0.44,0.1939999999999999,1,16
2182,2011-04-05,19,1,0.36,0.3333,0.43,0.2985,12,160
9977,2012-02-25,18,1,0.3,0.2576,0.28,0.5821,7,133
15991,2012-11-04,0,1,0.3,0.3182,0.61,0.1045,5,102
17107,2012-12-20,14,2,0.36,0.3485,0.53,0.1939999999999999,43,214
10690,2012-03-26,13,1,0.48,0.4697,0.29,0.6866,79,301
11428,2012-04-26,9,3,0.46,0.4545,0.88,0.1642,12,201
13766,2012-08-01,19,1,0.74,0.6970000000000001,0.66,0.2537,88,652
7573,2011-11-17,4,2,0.4,0.4091,0.62,0.4179,1,4
15212,2012-10-01,1,1,0.44,0.4394,0.77,0.0896,5,18
3115,2011-05-14,17,2,0.56,0.5303,0.88,0.1939999999999999,78,272
10400,2012-03-14,11,2,0.62,0.6212,0.41,0.1642,65,220
10097,2012-03-01,19,1,0.48,0.4697,0.41,0.3284,11,328
17080,2012-12-19,11,1,0.4,0.4091,0.54,0.2239,31,200
6695,2011-10-11,13,2,0.6,0.5909,0.73,0.1939999999999999,42,180
13602,2012-07-25,23,1,0.68,0.6364,0.57,0.2985,52,239
12680,2012-06-17,13,1,0.64,0.6212,0.53,0.1642,267,614
16654,2012-12-01,17,2,0.34,0.3485,0.76,0.1045,50,320
6904,2011-10-20,7,1,0.42,0.4242,0.77,0.4478,15,318
15539,2012-10-14,16,1,0.64,0.6212,0.41,0.2985,203,581
14531,2012-09-02,16,1,0.74,0.6970000000000001,0.7,0.0,222,474
11720,2012-05-08,13,3,0.64,0.6061,0.65,0.2537,53,219
12290,2012-06-01,7,2,0.64,0.5758,0.89,0.1939999999999999,33,402
9276,2012-01-27,10,3,0.48,0.4697,1.0,0.1642,9,126
5627,2011-08-27,9,2,0.7,0.6667,0.84,0.4179,28,156
11708,2012-05-08,1,2,0.52,0.5,0.59,0.2239,6,9
9815,2012-02-18,22,1,0.4,0.4091,0.4,0.4478,17,118
8951,2012-01-13,20,1,0.24,0.2424,0.41,0.1642,6,136
12877,2012-06-25,18,1,0.76,0.6667,0.27,0.4478,100,791
10818,2012-03-31,21,2,0.4,0.4091,0.71,0.3284,36,143
12348,2012-06-03,17,1,0.7,0.6364,0.34,0.2537,192,578
8097,2011-12-09,1,1,0.24,0.2879,0.65,0.0,2,14
12959,2012-06-29,4,1,0.7,0.6515,0.65,0.1642,1,10
1489,2011-03-07,10,1,0.24,0.2121,0.6,0.2985,15,58
17186,2012-12-23,21,1,0.24,0.2879,0.7,0.0,4,42
16027,2012-11-05,12,1,0.36,0.3333,0.43,0.3284,38,244
14746,2012-09-11,15,1,0.7,0.6364,0.28,0.1045,73,326
13552,2012-07-23,21,1,0.76,0.7121,0.62,0.1939999999999999,45,296
7822,2011-11-27,13,1,0.54,0.5152,0.6,0.1939999999999999,97,313
7248,2011-11-03,15,1,0.52,0.5,0.52,0.1642,24,162
9315,2012-01-29,1,1,0.3,0.2727,0.28,0.3582,5,73
468,2011-01-21,13,1,0.2,0.1515,0.21,0.5821,8,73
27,2011-01-02,3,2,0.46,0.4545,0.94,0.1939999999999999,2,6
3107,2011-05-14,9,2,0.52,0.5,0.94,0.0896,14,100
5597,2011-08-26,3,1,0.6,0.5455,0.88,0.1045,3,11
14480,2012-08-31,13,1,0.88,0.7576,0.27,0.3284,97,368
13963,2012-08-10,0,1,0.7,0.6515,0.65,0.0896,17,85
805,2011-02-06,0,1,0.26,0.2576,0.7,0.1939999999999999,2,39
17136,2012-12-21,19,1,0.28,0.2576,0.45,0.2985,5,153
14547,2012-09-03,8,2,0.7,0.6667,0.84,0.1045,36,127
9522,2012-02-06,17,1,0.4,0.4091,0.43,0.2537,13,430
14170,2012-08-18,15,1,0.76,0.6667,0.37,0.2239,250,596
9416,2012-02-02,6,3,0.36,0.3788,0.9,0.0,1,74
3268,2011-05-21,2,1,0.52,0.5,0.72,0.1045,5,40
1143,2011-02-20,10,2,0.26,0.2576,0.41,0.1939999999999999,34,104
6933,2011-10-21,12,1,0.5,0.4848,0.45,0.2985,47,240
2737,2011-04-28,23,1,0.54,0.5152,0.39,0.0896,29,110
15670,2012-10-20,3,1,0.42,0.4242,0.77,0.1343,2,29
8781,2012-01-06,17,1,0.46,0.4545,0.36,0.2239,20,476
7555,2011-11-16,10,3,0.46,0.4545,0.94,0.0,4,36
9785,2012-02-17,16,1,0.42,0.4242,0.32,0.2985,56,307
8426,2011-12-22,18,2,0.44,0.4394,0.62,0.0896,11,288
16648,2012-12-01,11,2,0.32,0.3333,0.76,0.1045,74,392
12715,2012-06-19,0,2,0.6,0.5758,0.78,0.1642,5,35
11478,2012-04-28,11,2,0.38,0.3939,0.4,0.1045,96,358
1206,2011-02-23,8,1,0.14,0.1515,0.54,0.1642,8,235
135,2011-01-06,21,2,0.22,0.2121,0.55,0.2239,0,48
9469,2012-02-04,11,1,0.3,0.3333,0.7,0.0,46,270
15851,2012-10-27,16,2,0.56,0.5303,0.64,0.2836,257,612
4089,2011-06-24,7,2,0.66,0.6061,0.83,0.2239,21,268
8425,2011-12-22,17,2,0.44,0.4394,0.67,0.1642,24,356
5528,2011-08-23,6,1,0.54,0.5152,0.6,0.1939999999999999,3,114
83,2011-01-04,15,1,0.28,0.2727,0.52,0.2537,17,65
13935,2012-08-08,20,1,0.74,0.6970000000000001,0.66,0.1939999999999999,76,500
925,2011-02-11,2,1,0.1,0.1364,0.54,0.0896,0,3
9016,2012-01-16,13,2,0.24,0.1969999999999999,0.41,0.4179,26,228
13438,2012-07-19,3,1,0.72,0.6818,0.7,0.1045,1,5
16021,2012-11-05,6,2,0.3,0.2879,0.49,0.2836,4,139
9195,2012-01-24,1,2,0.32,0.303,0.93,0.2537,2,9
2088,2011-04-01,21,1,0.32,0.3333,0.53,0.1343,9,93
1398,2011-03-03,13,1,0.22,0.2576,0.25,0.0896,13,80
12097,2012-05-24,6,2,0.6,0.5455,0.88,0.1642,10,156
12561,2012-06-12,14,3,0.64,0.5758,0.89,0.2537,12,60
1983,2011-03-28,12,2,0.26,0.2727,0.25,0.0,8,79
16467,2012-11-23,21,1,0.46,0.4545,0.47,0.2537,23,98
6760,2011-10-14,6,3,0.56,0.5303,0.88,0.1939999999999999,4,94
16253,2012-11-14,23,1,0.24,0.2424,0.7,0.1343,9,87
7336,2011-11-07,7,2,0.28,0.3182,0.93,0.0,6,311
12187,2012-05-28,0,1,0.62,0.5758,0.83,0.2239,21,65
5217,2011-08-10,7,1,0.7,0.6515,0.58,0.0896,16,305
5732,2011-09-01,7,1,0.6,0.5758,0.78,0.0,7,342
3860,2011-06-14,18,1,0.62,0.6212,0.51,0.3284,65,538
2798,2011-05-01,12,2,0.48,0.4697,0.77,0.1045,109,281
16352,2012-11-19,2,2,0.36,0.3333,0.66,0.2537,0,5
16572,2012-11-28,6,2,0.26,0.2576,0.65,0.2239,4,136
3902,2011-06-16,12,1,0.72,0.6667,0.54,0.3881,41,206
6442,2011-10-01,0,1,0.5,0.4848,0.63,0.3881,24,130
9384,2012-01-31,22,1,0.44,0.4394,0.35,0.2985,11,129
16593,2012-11-29,4,1,0.2,0.2273,0.75,0.0896,0,7
12559,2012-06-12,12,3,0.66,0.6061,0.83,0.2537,19,95
5923,2011-09-09,8,3,0.62,0.5455,0.94,0.1642,12,288
13765,2012-08-01,18,3,0.76,0.7121,0.62,0.2239,105,891
6733,2011-10-13,3,2,0.54,0.5152,1.0,0.1939999999999999,2,6
13447,2012-07-19,12,1,0.84,0.7879,0.49,0.2836,59,274
7293,2011-11-05,12,1,0.36,0.3485,0.46,0.1642,137,372
7636,2011-11-19,19,2,0.34,0.3333,0.71,0.1343,33,182
14548,2012-09-03,9,2,0.7,0.6667,0.84,0.1343,71,229
4100,2011-06-24,18,1,0.76,0.6667,0.37,0.2985,87,452
3843,2011-06-14,1,1,0.6,0.6212,0.49,0.2537,3,13
5767,2011-09-02,18,2,0.68,0.6364,0.65,0.1939999999999999,50,355
17145,2012-12-22,4,1,0.26,0.2576,0.48,0.1939999999999999,3,5
10718,2012-03-27,17,1,0.44,0.4394,0.16,0.0,72,614
17299,2012-12-28,16,1,0.3,0.303,0.49,0.1343,42,250
4866,2011-07-26,16,1,0.86,0.7576,0.36,0.2836,41,254
10086,2012-03-01,8,1,0.42,0.4242,0.94,0.1343,15,594
7862,2011-11-29,6,1,0.52,0.5,0.83,0.2836,1,89
4767,2011-07-22,13,1,0.94,0.9848,0.51,0.1642,25,123
1698,2011-03-16,10,2,0.36,0.3485,0.81,0.1642,19,68
10346,2012-03-12,5,1,0.34,0.3333,0.61,0.1939999999999999,1,16
15233,2012-10-01,22,3,0.54,0.5152,0.77,0.0896,17,207
15634,2012-10-18,15,2,0.6,0.6061,0.6,0.1939999999999999,69,353
3721,2011-06-08,23,1,0.76,0.7424,0.75,0.1939999999999999,18,116
17132,2012-12-21,15,2,0.3,0.2727,0.42,0.3881,29,263
16255,2012-11-15,1,2,0.26,0.2727,0.65,0.1045,2,16
5094,2011-08-05,4,1,0.64,0.5909,0.78,0.1343,1,7
13055,2012-07-03,4,1,0.68,0.6364,0.65,0.1045,0,6
4907,2011-07-28,9,1,0.78,0.7424,0.59,0.1939999999999999,21,210
8144,2011-12-11,0,1,0.2,0.1969999999999999,0.51,0.2239,5,74
14058,2012-08-13,23,1,0.7,0.6515,0.7,0.2239,28,128
10957,2012-04-06,17,1,0.52,0.5,0.23,0.4179,172,655
9209,2012-01-24,15,2,0.4,0.4091,0.71,0.1642,52,208
2608,2011-04-23,14,1,0.58,0.5455,0.78,0.3582,182,391
4614,2011-07-16,4,1,0.6,0.5909,0.73,0.0896,9,16
4554,2011-07-13,16,2,0.66,0.5909,0.89,0.0,23,141
11928,2012-05-17,5,1,0.56,0.5303,0.68,0.3284,1,35
16601,2012-11-29,12,1,0.36,0.3485,0.4,0.1642,11,236
2227,2011-04-07,16,1,0.6,0.6212,0.35,0.0,52,213
6827,2011-10-17,1,1,0.56,0.5303,0.54,0.3881,2,17
7298,2011-11-05,17,1,0.38,0.3939,0.4,0.1642,100,334
875,2011-02-08,22,1,0.12,0.1061,0.33,0.3582,0,29
16545,2012-11-27,3,3,0.32,0.3333,0.7,0.1343,1,4
12072,2012-05-23,5,3,0.56,0.5303,0.88,0.2537,6,35
8115,2011-12-09,19,1,0.34,0.3636,0.61,0.0,10,199
10978,2012-04-07,14,1,0.5,0.4848,0.22,0.2985,326,578
2323,2011-04-11,17,1,0.74,0.6667,0.48,0.5224,100,452
273,2011-01-12,20,1,0.16,0.1364,0.5,0.3284,2,56
3021,2011-05-10,19,1,0.6,0.6212,0.43,0.2239,69,434
6275,2011-09-24,1,2,0.58,0.5455,0.94,0.0896,18,79
15421,2012-10-09,18,2,0.5,0.4848,0.72,0.2239,26,784
13457,2012-07-19,22,3,0.66,0.5909,0.89,0.2537,6,68
5893,2011-09-08,1,3,0.62,0.5455,0.94,0.1045,0,4
1047,2011-02-16,9,1,0.24,0.2121,0.52,0.2836,2,124
9245,2012-01-26,3,2,0.28,0.303,0.75,0.0896,1,6
8295,2011-12-17,7,2,0.26,0.2576,0.56,0.2239,0,20
9880,2012-02-21,17,1,0.38,0.3939,0.4,0.4478,21,432
16947,2012-12-13,22,1,0.26,0.2879,0.6,0.0896,7,148
257,2011-01-12,2,1,0.14,0.1515,0.86,0.1343,0,1
9376,2012-01-31,14,1,0.5,0.4848,0.29,0.3284,18,160
5743,2011-09-01,18,1,0.72,0.6667,0.54,0.2239,69,531
794,2011-02-05,13,3,0.22,0.2273,1.0,0.1642,10,72
10505,2012-03-18,20,1,0.52,0.5,0.77,0.1343,59,198
9352,2012-01-30,14,1,0.32,0.3333,0.24,0.1343,15,115
9319,2012-01-29,5,1,0.2,0.2121,0.51,0.1343,1,7
2802,2011-05-01,16,2,0.5,0.4848,0.72,0.1939999999999999,75,214
15408,2012-10-09,5,2,0.38,0.3939,0.82,0.1939999999999999,0,19
9656,2012-02-12,7,1,0.08,0.0909,0.53,0.1939999999999999,0,18
12131,2012-05-25,16,1,0.78,0.7121,0.52,0.2239,137,584
10184,2012-03-05,10,2,0.24,0.2576,0.6,0.0,12,86
14827,2012-09-15,0,1,0.6,0.5606,0.83,0.1045,38,207
2937,2011-05-07,7,1,0.48,0.4697,0.59,0.0,8,40
7806,2011-11-26,21,2,0.38,0.3939,0.82,0.0,20,92
3481,2011-05-29,23,1,0.66,0.5909,0.89,0.1642,48,135
14927,2012-09-19,4,2,0.52,0.5,0.68,0.3582,0,10
7834,2011-11-28,1,1,0.46,0.4545,0.77,0.2985,1,13
13317,2012-07-14,2,2,0.7,0.6515,0.54,0.1045,10,101
1043,2011-02-16,5,1,0.2,0.1969999999999999,0.47,0.1939999999999999,0,5
3745,2011-06-09,23,2,0.74,0.6970000000000001,0.57,0.1642,15,97
8883,2012-01-11,0,1,0.26,0.303,0.81,0.0,2,28
15341,2012-10-06,10,1,0.62,0.6061,0.69,0.2836,198,539
13052,2012-07-03,1,1,0.72,0.6667,0.58,0.0,5,14
12035,2012-05-21,16,2,0.64,0.6061,0.73,0.2537,46,315
14987,2012-09-21,16,1,0.7,0.6515,0.54,0.1939999999999999,103,567
15286,2012-10-04,3,2,0.62,0.5606,0.88,0.0,5,11
16836,2012-12-09,7,3,0.4,0.4091,0.87,0.2239,1,23
1880,2011-03-24,3,2,0.28,0.2727,1.0,0.1939999999999999,1,1
6648,2011-10-09,14,1,0.68,0.6364,0.47,0.1642,272,500
14834,2012-09-15,7,1,0.54,0.5152,0.52,0.2836,10,73
10769,2012-03-29,20,1,0.46,0.4545,0.38,0.2985,34,335
7877,2011-11-29,21,2,0.38,0.3939,0.87,0.2537,9,125
15277,2012-10-03,18,1,0.7,0.6515,0.65,0.0,54,810
1175,2011-02-21,18,2,0.24,0.2121,0.87,0.3582,2,66
6253,2011-09-23,3,2,0.6,0.5,1.0,0.0,3,8
3657,2011-06-06,7,1,0.62,0.5909,0.78,0.1045,18,299
11275,2012-04-20,0,1,0.48,0.4697,0.67,0.1045,5,64
5116,2011-08-06,2,1,0.66,0.6061,0.78,0.2239,14,53
9945,2012-02-24,10,3,0.36,0.3485,0.81,0.1642,22,141
9801,2012-02-18,8,1,0.22,0.2727,0.87,0.0,10,102
16225,2012-11-13,19,1,0.32,0.2879,0.49,0.3582,12,356
7303,2011-11-05,22,1,0.3,0.3333,0.65,0.0,10,82
11455,2012-04-27,12,1,0.46,0.4545,0.36,0.3582,63,307
3986,2011-06-20,0,1,0.66,0.6061,0.83,0.1642,7,26
3784,2011-06-11,14,1,0.82,0.7727,0.49,0.1045,148,380
6918,2011-10-20,21,1,0.44,0.4394,0.51,0.2985,16,165
199,2011-01-09,14,1,0.22,0.1818,0.32,0.4627,8,72
6192,2011-09-20,14,2,0.58,0.5455,0.88,0.1939999999999999,27,112
554,2011-01-25,7,1,0.16,0.1515,0.74,0.2239,5,108
12753,2012-06-20,14,1,0.88,0.8029999999999999,0.39,0.1939999999999999,56,190
10599,2012-03-22,18,1,0.66,0.6212,0.65,0.1642,147,801
345,2011-01-15,21,2,0.32,0.303,0.39,0.2239,6,57
17198,2012-12-24,10,2,0.26,0.303,0.65,0.0,21,103
6161,2011-09-19,7,2,0.5,0.4848,0.82,0.2239,20,332
7369,2011-11-08,16,1,0.56,0.5303,0.46,0.1343,39,289
11872,2012-05-14,21,2,0.58,0.5455,0.83,0.0896,7,152
8138,2011-12-10,18,1,0.26,0.2576,0.38,0.2239,28,172
2236,2011-04-08,1,2,0.34,0.3333,0.76,0.1343,3,9
6886,2011-10-19,13,2,0.54,0.5152,0.94,0.2836,20,106
3169,2011-05-16,23,1,0.56,0.5303,0.88,0.0896,18,57
1747,2011-03-18,12,2,0.56,0.5303,0.49,0.3582,72,195
2656,2011-04-25,14,1,0.72,0.6667,0.54,0.2239,47,146
12945,2012-06-28,14,1,0.86,0.7273,0.25,0.3284,66,254
2154,2011-04-04,15,1,0.76,0.6667,0.23,0.5522,47,143
3315,2011-05-23,1,1,0.56,0.5303,0.88,0.1045,4,9
11021,2012-04-09,9,1,0.46,0.4545,0.31,0.3582,50,286
12467,2012-06-08,16,1,0.76,0.6667,0.29,0.2985,111,523
15260,2012-10-03,1,2,0.62,0.5455,0.94,0.0,3,19
15301,2012-10-04,18,1,0.66,0.6212,0.57,0.1045,75,887
16475,2012-11-24,5,1,0.26,0.2273,0.41,0.3284,1,3
13475,2012-07-20,16,2,0.68,0.6364,0.83,0.3284,70,436
17142,2012-12-22,1,1,0.26,0.2121,0.44,0.4478,1,35
9543,2012-02-07,14,1,0.44,0.4394,0.38,0.2537,11,138
6057,2011-09-14,23,2,0.64,0.6061,0.69,0.1045,10,72
6137,2011-09-18,7,1,0.46,0.4545,0.72,0.2239,15,44
2453,2011-04-17,3,1,0.4,0.4091,0.66,0.1343,12,25
218,2011-01-10,9,2,0.14,0.1212,0.5,0.2537,2,94
8040,2011-12-06,16,3,0.46,0.4545,1.0,0.2537,4,88
5290,2011-08-13,8,2,0.7,0.6515,0.65,0.1642,28,118
360,2011-01-16,12,1,0.24,0.2121,0.41,0.2836,29,104
11225,2012-04-17,22,1,0.54,0.5152,0.3,0.2537,18,162
12170,2012-05-27,7,1,0.62,0.5606,0.88,0.1642,22,52
4724,2011-07-20,18,1,0.84,0.8333,0.59,0.2239,68,497
12954,2012-06-28,23,1,0.74,0.6667,0.48,0.1343,26,171
15613,2012-10-17,18,1,0.52,0.5,0.59,0.1642,90,884
5076,2011-08-04,10,1,0.72,0.6667,0.71,0.2985,24,113
9705,2012-02-14,8,2,0.24,0.2879,0.7,0.0,3,513
13819,2012-08-04,0,1,0.74,0.7121,0.79,0.1642,24,161
7112,2011-10-28,23,3,0.3,0.2727,0.81,0.3284,8,39
3282,2011-05-21,16,2,0.72,0.6515,0.39,0.2537,204,471
9272,2012-01-27,6,2,0.42,0.4242,1.0,0.3284,0,72
4770,2011-07-22,16,3,0.9,0.8333,0.39,0.2985,29,182
11301,2012-04-21,2,1,0.52,0.5,0.77,0.1343,12,81
13676,2012-07-29,1,1,0.66,0.6061,0.83,0.1045,49,158
4872,2011-07-26,22,1,0.76,0.6970000000000001,0.55,0.1343,27,158
15394,2012-10-08,15,3,0.42,0.4242,0.58,0.1939999999999999,76,370
10665,2012-03-25,12,2,0.4,0.4091,0.94,0.2239,122,360
12011,2012-05-20,16,1,0.72,0.6515,0.42,0.3582,238,577
13441,2012-07-19,6,1,0.72,0.6818,0.66,0.1343,8,152
4896,2011-07-27,22,1,0.72,0.6667,0.48,0.0,37,180
16117,2012-11-09,7,1,0.26,0.2727,0.65,0.1343,9,341
